SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,FSA_SKILL_CODE,GRADE,NUMBER_UNKNOWN,NUMBER_BELOW,NUMBER_MEETING,NUMBER_EXCEEDING,,SCORE
2009/2010,054,Bulkley Valley,Numeracy,07,9,24,55,12,1,488.92486
2010/2011,054,Bulkley Valley,Numeracy,07,5,18,63,13,1,498.38129
2011/2012,054,Bulkley Valley,Numeracy,07,7,29,53,10,1,471.32919
2012/2013,054,Bulkley Valley,Numeracy,07,7,22,56,15,1,495.25175
2013/2014,054,Bulkley Valley,Numeracy,07,9,19,58,15,1,494.06849
2014/2015,054,Bulkley Valley,Numeracy,07,9,25,55,11,1,476.824
2015/2016,054,Bulkley Valley,Numeracy,07,8,23,56,13,1,487.80137
2007/2008,057,Prince George,Numeracy,07,7,28,60,5,1,461.8835
2008/2009,057,Prince George,Numeracy,07,8,36,53,4,1,440.51236
2009/2010,057,Prince George,Numeracy,07,12,36,49,3,1,433.9375
2010/2011,057,Prince George,Numeracy,07,14,38,46,2,1,429.25741
2011/2012,057,Prince George,Numeracy,07,9,35,52,4,1,443.5
2012/2013,057,Prince George,Numeracy,07,7,35,55,4,1,442.72608
2013/2014,057,Prince George,Numeracy,07,7,36,54,2,1,439.69434
2014/2015,057,Prince George,Numeracy,07,9,45,44,2,1,421.01227
2015/2016,057,Prince George,Numeracy,07,7,41,50,2,1,424.9977
2007/2008,058,Nicola-Similkameen,Numeracy,07,9,27,61,3,1,453.32222
2008/2009,058,Nicola-Similkameen,Numeracy,07,10,54,35,1,1,409.04
2009/2010,058,Nicola-Similkameen,Numeracy,07,15,42,41,3,1,414.30909
2010/2011,058,Nicola-Similkameen,Numeracy,07,9,57,34,1,1,390.62651
2011/2012,058,Nicola-Similkameen,Numeracy,07,8,42,47,3,1,429.37241
2012/2013,058,Nicola-Similkameen,Numeracy,07,10,29,55,6,1,454.888
2013/2014,058,Nicola-Similkameen,Numeracy,07,8,25,54,12,1,479.21277
2014/2015,058,Nicola-Similkameen,Numeracy,07,17,23,55,5,1,465.42188
2015/2016,058,Nicola-Similkameen,Numeracy,07,13,25,54,7,1,466.51163
2007/2008,059,Peace River South,Numeracy,07,6,41,51,2,1,431.75882
2008/2009,059,Peace River South,Numeracy,07,7,51,40,3,1,410.21914
2009/2010,059,Peace River South,Numeracy,07,7,43,47,3,1,423.61921
2010/2011,059,Peace River South,Numeracy,07,6,49,44,1,1,414.80233
2011/2012,059,Peace River South,Numeracy,07,6,40,51,4,1,436.93609
2012/2013,059,Peace River South,Numeracy,07,2,40,56,2,1,434.84
2013/2014,059,Peace River South,Numeracy,07,3,46,50,1,1,421.53165
2014/2015,059,Peace River South,Numeracy,07,5,43,49,2,1,422.21459
2015/2016,059,Peace River South,Numeracy,07,4,41,54,1,1,423.51269
2007/2008,060,Peace River North,Numeracy,07,11,29,54,6,1,458.05412
2008/2009,060,Peace River North,Numeracy,07,12,35,49,5,1,447.44737
2009/2010,060,Peace River North,Numeracy,07,18,26,53,3,1,456.35393
2010/2011,060,Peace River North,Numeracy,07,14,31,51,5,1,449.87395
2011/2012,060,Peace River North,Numeracy,07,12,34,50,4,1,446.08382
2012/2013,060,Peace River North,Numeracy,07,10,37,51,2,1,437.0197
2013/2014,060,Peace River North,Numeracy,07,10,39,47,4,1,432.75844
2014/2015,060,Peace River North,Numeracy,07,8,36,53,2,1,436.88251
2015/2016,060,Peace River North,Numeracy,07,11,33,52,5,1,449.20293
2007/2008,061,Greater Victoria,Numeracy,07,9,21,60,10,1,482.27737
2008/2009,061,Greater Victoria,Numeracy,07,23,21,50,6,1,469.14791
2009/2010,061,Greater Victoria,Numeracy,07,29,21,46,4,1,459.78398
2010/2011,061,Greater Victoria,Numeracy,07,28,23,45,5,1,460.41451
2011/2012,061,Greater Victoria,Numeracy,07,27,17,50,6,1,479.92202
2012/2013,061,Greater Victoria,Numeracy,07,31,22,43,4,1,461.93512
2013/2014,061,Greater Victoria,Numeracy,07,29,21,45,5,1,467.3102
2014/2015,061,Greater Victoria,Numeracy,07,35,20,41,5,1,463.41232
2015/2016,061,Greater Victoria,Numeracy,07,44,18,34,4,1,459.56464
2007/2008,062,Sooke,Numeracy,07,15,29,51,6,1,453.08392
2008/2009,062,Sooke,Numeracy,07,26,23,47,3,1,456.39961
2009/2010,062,Sooke,Numeracy,07,40,20,37,3,1,449.57176
2010/2011,062,Sooke,Numeracy,07,41,21,37,2,1,437.96482
2011/2012,062,Sooke,Numeracy,07,56,20,23,1,1,426.64214
2012/2013,062,Sooke,Numeracy,07,45,19,34,2,1,444.77568
2013/2014,062,Sooke,Numeracy,07,42,21,36,2,1,443.23733
2014/2015,062,Sooke,Numeracy,07,55,17,27,1,1,446.4331
2015/2016,062,Sooke,Numeracy,07,63,16,20,1,1,427.52675
2007/2008,063,Saanich,Numeracy,07,7,16,70,8,1,488.41248
2008/2009,063,Saanich,Numeracy,07,11,23,59,7,1,474.75137
2009/2010,063,Saanich,Numeracy,07,27,19,50,4,1,466.39278
2010/2011,063,Saanich,Numeracy,07,19,18,57,5,1,477.47778
2011/2012,063,Saanich,Numeracy,07,9,24,59,8,1,471.06135
2012/2013,063,Saanich,Numeracy,07,9,19,65,8,1,483.59957
2013/2014,063,Saanich,Numeracy,07,10,16,67,7,1,486.92593
2014/2015,063,Saanich,Numeracy,07,22,24,48,6,1,464.4125
2015/2016,063,Saanich,Numeracy,07,29,19,46,6,1,462.78055
2007/2008,064,Gulf Islands,Numeracy,07,5,30,60,5,1,446.14167
2008/2009,064,Gulf Islands,Numeracy,07,16,25,53,5,1,465.76471
2009/2010,064,Gulf Islands,Numeracy,07,14,22,60,4,1,457.45918
2010/2011,064,Gulf Islands,Numeracy,07,20,31,48,2,1,443.20619
2011/2012,064,Gulf Islands,Numeracy,07,27,25,46,2,1,430.35632
2012/2013,064,Gulf Islands,Numeracy,07,28,34,33,5,1,432.91398
2013/2014,064,Gulf Islands,Numeracy,07,40,18,40,2,1,458.44156
2014/2015,064,Gulf Islands,Numeracy,07,50,17,30,3,1,446.50769
2015/2016,064,Gulf Islands,Numeracy,07,64,9,24,3,1,474.38095
2007/2008,067,Okanagan Skaha,Numeracy,07,8,26,62,4,1,457.88132
2008/2009,067,Okanagan Skaha,Numeracy,07,11,29,57,3,1,449.40657
2009/2010,067,Okanagan Skaha,Numeracy,07,15,34,50,2,1,438.90531
2010/2011,067,Okanagan Skaha,Numeracy,07,11,33,54,2,1,441.80529
2011/2012,067,Okanagan Skaha,Numeracy,07,3,32,62,4,1,450.81182
2012/2013,067,Okanagan Skaha,Numeracy,07,6,27,64,3,1,456.29817
2013/2014,067,Okanagan Skaha,Numeracy,07,10,28,59,2,1,451.95274
2014/2015,067,Okanagan Skaha,Numeracy,07,10,37,51,1,1,428.7868
2015/2016,067,Okanagan Skaha,Numeracy,07,3,34,61,2,1,445.60235
2007/2008,068,Nanaimo-Ladysmith,Numeracy,07,13,25,55,6,1,461.71399
2008/2009,068,Nanaimo-Ladysmith,Numeracy,07,26,25,46,4,1,452.7259
2009/2010,068,Nanaimo-Ladysmith,Numeracy,07,20,29,48,3,1,444.55063
2010/2011,068,Nanaimo-Ladysmith,Numeracy,07,15,29,51,4,1,453.31743
2011/2012,068,Nanaimo-Ladysmith,Numeracy,07,15,33,49,3,1,440.87805
2012/2013,068,Nanaimo-Ladysmith,Numeracy,07,10,33,52,5,1,447.08852
2013/2014,068,Nanaimo-Ladysmith,Numeracy,07,11,33,51,5,1,448.52311
2014/2015,068,Nanaimo-Ladysmith,Numeracy,07,29,29,39,3,1,439.91063
2015/2016,068,Nanaimo-Ladysmith,Numeracy,07,35,23,39,3,1,446.40615
2007/2008,069,Qualicum,Numeracy,07,10,23,64,3,1,469.28612
2008/2009,069,Qualicum,Numeracy,07,15,26,54,5,1,460.71972
2009/2010,069,Qualicum,Numeracy,07,22,29,46,3,1,443.72101
2010/2011,069,Qualicum,Numeracy,07,15,26,56,4,1,454.53674
2011/2012,069,Qualicum,Numeracy,07,18,36,43,4,1,435.31636
2012/2013,069,Qualicum,Numeracy,07,10,29,56,5,1,449.52688
2013/2014,069,Qualicum,Numeracy,07,6,31,57,5,1,452.96403
2014/2015,069,Qualicum,Numeracy,07,13,34,50,4,1,446.78481
2015/2016,069,Qualicum,Numeracy,07,10,39,47,5,1,433.72026
2007/2008,070,Alberni,Numeracy,07,8,39,49,4,1,433.72981
2008/2009,070,Alberni,Numeracy,07,8,38,52,2,1,436.76947
2009/2010,070,Alberni,Numeracy,07,10,40,47,3,1,430.99007
2010/2011,070,Alberni,Numeracy,07,9,32,58,1,1,436.33858
2011/2012,070,Alberni,Numeracy,07,5,38,56,1,1,431.78369
2012/2013,070,Alberni,Numeracy,07,7,40,52,1,1,426.56275
2013/2014,070,Alberni,Numeracy,07,10,54,34,1,1,398.66667
2014/2015,070,Alberni,Numeracy,07,8,52,39,1,1,408.23237
2015/2016,070,Alberni,Numeracy,07,8,49,42,1,1,405.66383
2007/2008,071,Comox Valley,Numeracy,07,11,26,60,4,1,455.10966
2008/2009,071,Comox Valley,Numeracy,07,21,25,50,4,1,458.71902
2009/2010,071,Comox Valley,Numeracy,07,20,23,54,4,1,460.166
2010/2011,071,Comox Valley,Numeracy,07,24,26,47,2,1,449.78465
2011/2012,071,Comox Valley,Numeracy,07,19,31,47,3,1,439.65278
2012/2013,071,Comox Valley,Numeracy,07,9,37,51,3,1,438.82534
2013/2014,071,Comox Valley,Numeracy,07,16,29,51,4,1,450.9332
2014/2015,071,Comox Valley,Numeracy,07,16,30,50,5,1,455.82729
2015/2016,071,Comox Valley,Numeracy,07,12,33,51,4,1,441.08632
2007/2008,072,Campbell River,Numeracy,07,23,25,47,4,1,449.44068
2008/2009,072,Campbell River,Numeracy,07,15,26,56,3,1,453.00732
2009/2010,072,Campbell River,Numeracy,07,39,21,38,2,1,439.00784
2010/2011,072,Campbell River,Numeracy,07,29,28,41,2,1,445.07483
2011/2012,072,Campbell River,Numeracy,07,40,34,24,2,1,412.11837
2012/2013,072,Campbell River,Numeracy,07,48,27,24,1,1,413.39109
2013/2014,072,Campbell River,Numeracy,07,27,29,43,1,1,430.95971
2014/2015,072,Campbell River,Numeracy,07,43,30,25,2,1,413.9633
2015/2016,072,Campbell River,Numeracy,07,26,32,39,3,1,428.06189
2007/2008,073,Kamloops/Thompson,Numeracy,07,5,21,62,12,1,492.367
2008/2009,073,Kamloops/Thompson,Numeracy,07,8,28,54,10,1,470.94013
2009/2010,073,Kamloops/Thompson,Numeracy,07,7,26,60,7,1,469.71787
2010/2011,073,Kamloops/Thompson,Numeracy,07,5,29,59,7,1,468.56417
2011/2012,073,Kamloops/Thompson,Numeracy,07,8,27,59,6,1,464.89836
2012/2013,073,Kamloops/Thompson,Numeracy,07,6,26,63,6,1,471.0231
2013/2014,073,Kamloops/Thompson,Numeracy,07,4,26,63,7,1,467.27233
2014/2015,073,Kamloops/Thompson,Numeracy,07,6,25,63,7,1,471.8792
2015/2016,073,Kamloops/Thompson,Numeracy,07,6,27,60,7,1,467.11563
2007/2008,074,Gold Trail,Numeracy,07,4,39,50,7,1,441.5
2008/2009,074,Gold Trail,Numeracy,07,4,39,52,4,1,438.1215
2009/2010,074,Gold Trail,Numeracy,07,6,38,50,6,1,438.94828
2010/2011,074,Gold Trail,Numeracy,07,5,41,50,4,1,432.47312
2011/2012,074,Gold Trail,Numeracy,07,8,42,45,5,1,439.74419
2012/2013,074,Gold Trail,Numeracy,07,9,41,45,5,1,432.02667
2013/2014,074,Gold Trail,Numeracy,07,12,38,49,1,1,421.78261
2014/2015,074,Gold Trail,Numeracy,07,3,51,43,2,1,420.16471
2015/2016,074,Gold Trail,Numeracy,07,7,47,45,1,1,416.3253
2007/2008,075,Mission,Numeracy,07,10,21,60,9,1,486.32886
2008/2009,075,Mission,Numeracy,07,18,25,52,5,1,467.81713
2009/2010,075,Mission,Numeracy,07,17,24,54,5,1,467.14355
2010/2011,075,Mission,Numeracy,07,17,31,49,3,1,442.86798
2011/2012,075,Mission,Numeracy,07,22,34,42,2,1,425.53989
2012/2013,075,Mission,Numeracy,07,20,33,43,3,1,438.38081
2013/2014,075,Mission,Numeracy,07,15,32,49,4,1,443.25269
2014/2015,075,Mission,Numeracy,07,14,35,49,2,1,431.24397
2015/2016,075,Mission,Numeracy,07,8,41,49,2,1,430.58458
2007/2008,078,Fraser-Cascade,Numeracy,07,7,30,58,5,1,454.47333
2008/2009,078,Fraser-Cascade,Numeracy,07,25,39,34,2,1,409.53226
2009/2010,078,Fraser-Cascade,Numeracy,07,32,35,32,1,1,423.36559
2010/2011,078,Fraser-Cascade,Numeracy,07,31,33,36,0,1,427.64407
2011/2012,078,Fraser-Cascade,Numeracy,07,38,50,12,0,1,288.84091
2012/2013,078,Fraser-Cascade,Numeracy,07,44,26,30,0,1,430.09677
2013/2014,078,Fraser-Cascade,Numeracy,07,55,25,20,0,1,413.10526
2014/2015,078,Fraser-Cascade,Numeracy,07,48,30,22,1,1,405.75
2015/2016,078,Fraser-Cascade,Numeracy,07,60,26,14,0,1,400.47727
2007/2008,079,Cowichan Valley,Numeracy,07,9,37,52,3,1,435.06667
2008/2009,079,Cowichan Valley,Numeracy,07,14,34,48,4,1,442.68043
2009/2010,079,Cowichan Valley,Numeracy,07,18,33,46,2,1,435.80426
2010/2011,079,Cowichan Valley,Numeracy,07,21,34,42,3,1,428.88683
2011/2012,079,Cowichan Valley,Numeracy,07,24,36,38,2,1,421.43418
2012/2013,079,Cowichan Valley,Numeracy,07,23,34,41,3,1,428.4749
2013/2014,079,Cowichan Valley,Numeracy,07,27,31,40,2,1,427.21303
2014/2015,079,Cowichan Valley,Numeracy,07,35,27,36,2,1,433.48169
2015/2016,079,Cowichan Valley,Numeracy,07,46,21,32,2,1,435.86458
2007/2008,081,Fort Nelson,Numeracy,07,8,35,52,5,1,452.11268
2008/2009,081,Fort Nelson,Numeracy,07,11,27,53,9,1,471.65672
2009/2010,081,Fort Nelson,Numeracy,07,13,8,72,8,1,499.47059
2010/2011,081,Fort Nelson,Numeracy,07,8,6,71,15,1,520.95
2011/2012,081,Fort Nelson,Numeracy,07,4,16,76,3,1,478.21538
2012/2013,081,Fort Nelson,Numeracy,07,6,3,77,14,1,532.3
2013/2014,081,Fort Nelson,Numeracy,07,7,3,86,3,1,505.25455
2014/2015,081,Fort Nelson,Numeracy,07,10,23,63,4,1,464.14894
2015/2016,081,Fort Nelson,Numeracy,07,3,3,91,2,1,505.57143
2007/2008,082,Coast Mountains,Numeracy,07,4,34,57,5,1,445.78841
2008/2009,082,Coast Mountains,Numeracy,07,14,37,45,3,1,433.90616
2009/2010,082,Coast Mountains,Numeracy,07,16,36,46,2,1,433.72642
2010/2011,082,Coast Mountains,Numeracy,07,21,37,39,3,1,430.64419
2011/2012,082,Coast Mountains,Numeracy,07,23,43,34,1,1,405.38645
2012/2013,082,Coast Mountains,Numeracy,07,27,37,35,1,1,412.42424
2013/2014,082,Coast Mountains,Numeracy,07,19,48,31,1,1,398.3956
2014/2015,082,Coast Mountains,Numeracy,07,22,53,25,0,1,388.64659
2015/2016,082,Coast Mountains,Numeracy,07,15,48,36,1,1,404.78059
2007/2008,083,North Okanagan-Shuswap,Numeracy,07,7,31,57,4,1,453.52662
2008/2009,083,North Okanagan-Shuswap,Numeracy,07,10,31,54,5,1,451.85051
2009/2010,083,North Okanagan-Shuswap,Numeracy,07,10,31,56,3,1,445.91991
2010/2011,083,North Okanagan-Shuswap,Numeracy,07,11,35,52,2,1,436.77221
2011/2012,083,North Okanagan-Shuswap,Numeracy,07,10,39,47,4,1,425.70283
2012/2013,083,North Okanagan-Shuswap,Numeracy,07,16,37,45,2,1,417.48883
2013/2014,083,North Okanagan-Shuswap,Numeracy,07,14,41,43,2,1,416.63415
2014/2015,083,North Okanagan-Shuswap,Numeracy,07,14,39,45,2,1,420.30792
2015/2016,083,North Okanagan-Shuswap,Numeracy,07,16,36,44,3,1,431.56695
2007/2008,084,Vancouver Island West,Numeracy,07,5,68,27,0,1,382.94286
2008/2009,084,Vancouver Island West,Numeracy,07,4,56,37,4,1,387.11538
2009/2010,084,Vancouver Island West,Numeracy,07,9,55,36,0,1,401.8
2010/2011,084,Vancouver Island West,Numeracy,07,10,54,33,3,1,403.31429
2011/2012,084,Vancouver Island West,Numeracy,07,8,64,28,0,1,372.04348
2012/2013,084,Vancouver Island West,Numeracy,07,18,47,29,6,1,417.25
2013/2014,084,Vancouver Island West,Numeracy,07,12,53,32,3,1,409.83333
2014/2015,084,Vancouver Island West,Numeracy,07,21,55,24,0,1,378.43478
2015/2016,084,Vancouver Island West,Numeracy,07,22,53,22,3,1,381.68
2007/2008,085,Vancouver Island North,Numeracy,07,4,27,65,4,1,452.53398
2008/2009,085,Vancouver Island North,Numeracy,07,9,35,54,2,1,446.65254
2009/2010,085,Vancouver Island North,Numeracy,07,14,49,35,2,1,409.86316
2010/2011,085,Vancouver Island North,Numeracy,07,23,35,40,2,1,437.50617
2011/2012,085,Vancouver Island North,Numeracy,07,25,36,33,6,1,424.6875
2012/2013,085,Vancouver Island North,Numeracy,07,9,38,51,2,1,435.19101
2013/2014,085,Vancouver Island North,Numeracy,07,6,48,43,3,1,422.61458
2014/2015,085,Vancouver Island North,Numeracy,07,6,39,52,3,1,438.68085
2015/2016,085,Vancouver Island North,Numeracy,07,3,36,58,2,1,455.42045
2007/2008,087,Stikine,Numeracy,07,25,46,29,0,1,408.27778
2008/2009,087,Stikine,Numeracy,07,0,92,8,0,1,327.08333
2009/2010,087,Stikine,Numeracy,07,14,43,43,0,1,419.41667
2010/2011,087,Stikine,Numeracy,07,0,73,27,0,1,374.45455
2011/2012,087,Stikine,Numeracy,07,28,61,11,0,1,358
2012/2013,087,Stikine,Numeracy,07,14,76,10,0,1,363.44444
2013/2014,087,Stikine,Numeracy,07,14,76,10,0,1,356.88889
2014/2015,087,Stikine,Numeracy,07,50,0,0,0,MSK,Msk
2015/2016,087,Stikine,Numeracy,07,10,0,0,0,MSK,Msk
2007/2008,091,Nechako Lakes,Numeracy,07,18,33,44,5,1,440.89781
2008/2009,091,Nechako Lakes,Numeracy,07,15,31,47,6,1,457.17791
2009/2010,091,Nechako Lakes,Numeracy,07,27,26,43,3,1,447.84644
2010/2011,091,Nechako Lakes,Numeracy,07,26,31,39,4,1,440.9
2011/2012,091,Nechako Lakes,Numeracy,07,36,28,32,3,1,433.96517
2012/2013,091,Nechako Lakes,Numeracy,07,33,34,32,1,1,417.27885
2013/2014,091,Nechako Lakes,Numeracy,07,34,34,30,3,1,415.31892
2014/2015,091,Nechako Lakes,Numeracy,07,39,30,28,2,1,421.8895
2015/2016,091,Nechako Lakes,Numeracy,07,28,40,31,1,1,408.09326
2007/2008,092,Nisga'a,Numeracy,07,0,79,21,0,1,369.45455
2008/2009,092,Nisga'a,Numeracy,07,17,70,13,0,1,366.72
2009/2010,092,Nisga'a,Numeracy,07,10,73,17,0,1,353.25926
2010/2011,092,Nisga'a,Numeracy,07,17,79,4,0,1,346.3
2011/2012,092,Nisga'a,Numeracy,07,5,75,20,0,1,356.94737
2012/2013,092,Nisga'a,Numeracy,07,13,72,16,0,1,371.10714
2013/2014,092,Nisga'a,Numeracy,07,14,59,27,0,1,398.15789
2014/2015,092,Nisga'a,Numeracy,07,22,62,16,0,1,345.27586
2015/2016,092,Nisga'a,Numeracy,07,24,68,8,0,1,349.42105
2007/2008,093,Conseil scolaire francophone,Numeracy,07,0,21,69,10,1,488.1661
2008/2009,093,Conseil scolaire francophone,Numeracy,07,12,16,59,13,1,497.875
2009/2010,093,Conseil scolaire francophone,Numeracy,07,13,19,60,8,1,484.625
2010/2011,093,Conseil scolaire francophone,Numeracy,07,9,23,58,9,1,469.19079
2011/2012,093,Conseil scolaire francophone,Numeracy,07,15,11,60,14,1,513.66901
2012/2013,093,Conseil scolaire francophone,Numeracy,07,18,11,59,12,1,516.95255
2013/2014,093,Conseil scolaire francophone,Numeracy,07,14,11,63,12,1,505.11212
2014/2015,093,Conseil scolaire francophone,Numeracy,07,24,12,51,14,1,508.7138
2015/2016,093,Conseil scolaire francophone,Numeracy,07,26,8,53,13,1,524.10972
2007/2008,,,Reading,04,9,17,62,12,1,488.08658
2008/2009,,,Reading,04,16,15,57,12,1,493.08023
2009/2010,,,Reading,04,16,16,56,12,1,489.68474
2010/2011,,,Reading,04,15,16,57,12,1,490.67147
2011/2012,,,Reading,04,15,16,59,11,1,490.83129
2012/2013,,,Reading,04,14,14,58,14,1,498.43008
2013/2014,,,Reading,04,15,15,57,13,1,494.51799
2014/2015,,,Reading,04,18,14,55,12,1,495.3844
2015/2016,,,Reading,04,20,14,54,11,1,494.13466
2007/2008,,,Reading,04,10,18,62,10,1,482.73267
2008/2009,,,Reading,04,16,16,57,10,1,486.96452
2009/2010,,,Reading,04,17,18,55,10,1,482.57778
2010/2011,,,Reading,04,16,17,57,10,1,483.13195
2011/2012,,,Reading,04,15,17,59,9,1,482.61649
2012/2013,,,Reading,04,15,16,58,12,1,490.68308
2013/2014,,,Reading,04,16,17,57,11,1,486.21264
2014/2015,,,Reading,04,20,16,55,10,1,485.49217
2015/2016,,,Reading,04,22,15,54,9,1,484.37904
2007/2008,005,Southeast Kootenay,Reading,04,14,24,57,6,1,459.02279
2008/2009,005,Southeast Kootenay,Reading,04,12,21,58,8,1,473.16615
2009/2010,005,Southeast Kootenay,Reading,04,17,19,56,8,1,482.38408
2010/2011,005,Southeast Kootenay,Reading,04,19,15,57,9,1,487.16393
2011/2012,005,Southeast Kootenay,Reading,04,3,16,68,13,1,496.96338
2012/2013,005,Southeast Kootenay,Reading,04,11,15,62,11,1,486.30841
2013/2014,005,Southeast Kootenay,Reading,04,9,19,63,9,1,485.56289
2014/2015,005,Southeast Kootenay,Reading,04,21,13,59,7,1,478.36066
2015/2016,005,Southeast Kootenay,Reading,04,25,17,52,7,1,477.53074
2007/2008,006,Rocky Mountain,Reading,04,7,20,63,11,1,481.01786
2008/2009,006,Rocky Mountain,Reading,04,10,21,58,10,1,473.93204
2009/2010,006,Rocky Mountain,Reading,04,9,23,59,9,1,480.83254
2010/2011,006,Rocky Mountain,Reading,04,8,20,62,10,1,480.45361
2011/2012,006,Rocky Mountain,Reading,04,10,16,65,9,1,486.8806
2012/2013,006,Rocky Mountain,Reading,04,6,17,64,13,1,490.42268
2013/2014,006,Rocky Mountain,Reading,04,3,15,72,10,1,482.94298
2014/2015,006,Rocky Mountain,Reading,04,3,10,75,12,1,503.19643
2015/2016,006,Rocky Mountain,Reading,04,5,19,66,10,1,485.96682
2007/2008,008,Kootenay Lake,Reading,04,16,14,55,16,1,500.65986
2008/2009,008,Kootenay Lake,Reading,04,25,19,46,10,1,471.62598
2009/2010,008,Kootenay Lake,Reading,04,20,14,54,12,1,497.33569
2010/2011,008,Kootenay Lake,Reading,04,25,15,49,12,1,493.30992
2011/2012,008,Kootenay Lake,Reading,04,33,16,45,6,1,474.3945
2012/2013,008,Kootenay Lake,Reading,04,21,15,51,13,1,485.33829
2013/2014,008,Kootenay Lake,Reading,04,20,16,48,17,1,494.11644
2014/2015,008,Kootenay Lake,Reading,04,21,26,47,7,1,448.47917
2015/2016,008,Kootenay Lake,Reading,04,22,17,51,10,1,486.45455
2007/2008,010,Arrow Lakes,Reading,04,9,15,60,17,1,484.60465
2008/2009,010,Arrow Lakes,Reading,04,6,8,78,8,1,498.78261
2009/2010,010,Arrow Lakes,Reading,04,5,22,57,16,1,491.45714
2010/2011,010,Arrow Lakes,Reading,04,5,5,68,22,1,521.85714
2011/2012,010,Arrow Lakes,Reading,04,40,29,26,6,1,436.71429
2012/2013,010,Arrow Lakes,Reading,04,8,6,67,19,1,526.39394
2013/2014,010,Arrow Lakes,Reading,04,23,23,41,13,1,476.96667
2014/2015,010,Arrow Lakes,Reading,04,21,14,55,10,1,496.65217
2015/2016,010,Arrow Lakes,Reading,04,22,6,53,19,1,543.52
2007/2008,019,Revelstoke,Reading,04,5,4,72,20,1,523.5641
2008/2009,019,Revelstoke,Reading,04,10,1,65,24,1,545.53846
2009/2010,019,Revelstoke,Reading,04,12,7,63,18,1,539.48438
2010/2011,019,Revelstoke,Reading,04,7,5,65,22,1,538.38667
2011/2012,019,Revelstoke,Reading,04,3,13,78,6,1,485.90323
2012/2013,019,Revelstoke,Reading,04,8,13,56,23,1,509.6
2013/2014,019,Revelstoke,Reading,04,10,10,66,14,1,506.25
2014/2015,019,Revelstoke,Reading,04,22,13,46,18,1,517.15254
2015/2016,019,Revelstoke,Reading,04,47,9,36,7,1,499.28889
2007/2008,020,Kootenay-Columbia,Reading,04,6,18,66,10,1,486.61132
2008/2009,020,Kootenay-Columbia,Reading,04,13,17,61,10,1,483.63223
2009/2010,020,Kootenay-Columbia,Reading,04,17,14,62,7,1,485.24887
2010/2011,020,Kootenay-Columbia,Reading,04,16,10,61,12,1,498.54167
2011/2012,020,Kootenay-Columbia,Reading,04,18,11,60,11,1,492.39267
2012/2013,020,Kootenay-Columbia,Reading,04,20,12,59,9,1,492.53271
2013/2014,020,Kootenay-Columbia,Reading,04,27,17,49,7,1,469.89773
2014/2015,020,Kootenay-Columbia,Reading,04,36,10,47,7,1,490.31034
2015/2016,020,Kootenay-Columbia,Reading,04,48,10,36,6,1,484.14765
2007/2008,022,Vernon,Reading,04,6,22,62,10,1,473.47723
2008/2009,022,Vernon,Reading,04,19,17,54,9,1,483.72653
2009/2010,022,Vernon,Reading,04,10,19,62,9,1,477.87321
2010/2011,022,Vernon,Reading,04,14,20,58,8,1,475.73541
2011/2012,022,Vernon,Reading,04,12,20,60,8,1,474.2994
2012/2013,022,Vernon,Reading,04,13,16,60,12,1,492.99231
2013/2014,022,Vernon,Reading,04,10,18,61,11,1,487.325
2014/2015,022,Vernon,Reading,04,11,20,59,9,1,479.76592
2015/2016,022,Vernon,Reading,04,12,20,59,9,1,473.95753
2007/2008,023,Central Okanagan,Reading,04,4,13,69,14,1,502.11071
2008/2009,023,Central Okanagan,Reading,04,7,11,68,14,1,506.23473
2009/2010,023,Central Okanagan,Reading,04,12,11,65,12,1,504.03019
2010/2011,023,Central Okanagan,Reading,04,9,14,65,11,1,497.08
2011/2012,023,Central Okanagan,Reading,04,14,12,63,10,1,494.36336
2012/2013,023,Central Okanagan,Reading,04,13,14,60,13,1,500.03366
2013/2014,023,Central Okanagan,Reading,04,12,13,63,12,1,497.46298
2014/2015,023,Central Okanagan,Reading,04,21,10,57,12,1,504.47439
2015/2016,023,Central Okanagan,Reading,04,26,11,55,9,1,495.37895
2007/2008,027,Cariboo-Chilcotin,Reading,04,6,29,59,5,1,445.13846
2008/2009,027,Cariboo-Chilcotin,Reading,04,11,26,55,7,1,462.01955
2009/2010,027,Cariboo-Chilcotin,Reading,04,7,26,59,7,1,461.02006
2010/2011,027,Cariboo-Chilcotin,Reading,04,10,22,60,8,1,467.85843
2011/2012,027,Cariboo-Chilcotin,Reading,04,6,26,61,6,1,463.18438
2012/2013,027,Cariboo-Chilcotin,Reading,04,5,22,62,10,1,475.38506
2013/2014,027,Cariboo-Chilcotin,Reading,04,9,28,56,7,1,454.03976
2014/2015,027,Cariboo-Chilcotin,Reading,04,6,25,61,8,1,461.64164
2015/2016,027,Cariboo-Chilcotin,Reading,04,6,23,66,5,1,460.48852
2007/2008,028,Quesnel,Reading,04,11,23,60,6,1,449.55918
2008/2009,028,Quesnel,Reading,04,20,27,50,3,1,439.85897
2009/2010,028,Quesnel,Reading,04,26,21,46,6,1,457.05517
2010/2011,028,Quesnel,Reading,04,27,31,39,3,1,417.5
2011/2012,028,Quesnel,Reading,04,24,20,53,3,1,461.96528
2012/2013,028,Quesnel,Reading,04,33,18,41,7,1,458.17518
