SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,FSA_SKILL_CODE,GRADE,NUMBER_UNKNOWN,NUMBER_BELOW,NUMBER_MEETING,NUMBER_EXCEEDING,,SCORE
2013/2014,028,Quesnel,Reading,04,31,26,39,3,1,428.06369
2014/2015,028,Quesnel,Reading,04,29,24,42,5,1,446.02703
2015/2016,028,Quesnel,Reading,04,34,24,36,6,1,450.78431
2007/2008,033,Chilliwack,Reading,04,7,12,66,15,1,505.15234
2008/2009,033,Chilliwack,Reading,04,22,12,56,10,1,489.11994
2009/2010,033,Chilliwack,Reading,04,15,16,58,10,1,492.60168
2010/2011,033,Chilliwack,Reading,04,11,14,62,13,1,501.19652
2011/2012,033,Chilliwack,Reading,04,7,13,68,12,1,500.50837
2012/2013,033,Chilliwack,Reading,04,6,16,67,12,1,494.91558
2013/2014,033,Chilliwack,Reading,04,7,14,68,11,1,494.7844
2014/2015,033,Chilliwack,Reading,04,14,14,58,14,1,501.53048
2015/2016,033,Chilliwack,Reading,04,10,14,63,12,1,496.4226
2007/2008,034,Abbotsford,Reading,04,4,14,67,15,1,501.84564
2008/2009,034,Abbotsford,Reading,04,7,14,65,15,1,500.95897
2009/2010,034,Abbotsford,Reading,04,8,15,61,16,1,504.55749
2010/2011,034,Abbotsford,Reading,04,4,14,68,13,1,498.82094
2011/2012,034,Abbotsford,Reading,04,5,13,70,12,1,497.03417
2012/2013,034,Abbotsford,Reading,04,6,13,64,18,1,512.16836
2013/2014,034,Abbotsford,Reading,04,5,15,66,14,1,501.27008
2014/2015,034,Abbotsford,Reading,04,6,13,69,12,1,499.38426
2015/2016,034,Abbotsford,Reading,04,4,14,70,12,1,497.82459
2007/2008,035,Langley,Reading,04,2,19,67,11,1,481.63858
2008/2009,035,Langley,Reading,04,9,14,63,14,1,499.54653
2009/2010,035,Langley,Reading,04,13,14,61,12,1,495.16495
2010/2011,035,Langley,Reading,04,9,13,63,14,1,502.96107
2011/2012,035,Langley,Reading,04,8,12,68,12,1,498.11728
2012/2013,035,Langley,Reading,04,9,11,66,15,1,513.42879
2013/2014,035,Langley,Reading,04,11,12,63,14,1,505.21704
2014/2015,035,Langley,Reading,04,12,13,61,14,1,501.32367
2015/2016,035,Langley,Reading,04,16,15,59,11,1,487.38269
2007/2008,036,Surrey,Reading,04,9,24,61,7,1,460.15316
2008/2009,036,Surrey,Reading,04,13,21,59,8,1,469.17467
2009/2010,036,Surrey,Reading,04,12,24,57,8,1,463.82634
2010/2011,036,Surrey,Reading,04,10,25,59,7,1,461.26646
2011/2012,036,Surrey,Reading,04,11,23,59,7,1,463.88938
2012/2013,036,Surrey,Reading,04,11,20,59,10,1,474.78304
2013/2014,036,Surrey,Reading,04,13,22,57,8,1,467.87734
2014/2015,036,Surrey,Reading,04,16,20,57,7,1,468.63755
2015/2016,036,Surrey,Reading,04,24,18,51,6,1,470.91236
2007/2008,037,Delta,Reading,04,10,17,63,11,1,488.21563
2008/2009,037,Delta,Reading,04,18,11,61,10,1,498.18881
2009/2010,037,Delta,Reading,04,22,14,55,9,1,486.11792
2010/2011,037,Delta,Reading,04,24,14,52,11,1,492.05875
2011/2012,037,Delta,Reading,04,13,17,62,9,1,484.45873
2012/2013,037,Delta,Reading,04,13,15,62,10,1,487.62142
2013/2014,037,Delta,Reading,04,17,13,61,9,1,491.00664
2014/2015,037,Delta,Reading,04,25,12,54,9,1,491.60714
2015/2016,037,Delta,Reading,04,30,14,48,7,1,481.59126
2007/2008,038,Richmond,Reading,04,12,13,63,12,1,497.19941
2008/2009,038,Richmond,Reading,04,13,11,62,14,1,506.3528
2009/2010,038,Richmond,Reading,04,18,11,60,12,1,503.54992
2010/2011,038,Richmond,Reading,04,17,12,57,14,1,504.81328
2011/2012,038,Richmond,Reading,04,17,11,61,11,1,502.04215
2012/2013,038,Richmond,Reading,04,16,12,57,15,1,507.49097
2013/2014,038,Richmond,Reading,04,17,12,58,13,1,503.59087
2014/2015,038,Richmond,Reading,04,26,10,53,11,1,506.84525
2015/2016,038,Richmond,Reading,04,22,9,57,12,1,507.04928
2007/2008,039,Vancouver,Reading,04,21,15,55,9,1,483.28274
2008/2009,039,Vancouver,Reading,04,32,11,46,11,1,501.67012
2009/2010,039,Vancouver,Reading,04,37,14,41,8,1,477.89815
2010/2011,039,Vancouver,Reading,04,33,13,46,8,1,484.67343
2011/2012,039,Vancouver,Reading,04,35,13,44,9,1,487.61223
2012/2013,039,Vancouver,Reading,04,31,12,48,10,1,493.71041
2013/2014,039,Vancouver,Reading,04,31,11,46,11,1,501.84505
2014/2015,039,Vancouver,Reading,04,35,9,46,10,1,501.52072
2015/2016,039,Vancouver,Reading,04,35,10,46,10,1,500.63664
2007/2008,040,New Westminster,Reading,04,11,16,61,12,1,490.42015
2008/2009,040,New Westminster,Reading,04,14,19,58,9,1,473.10995
2009/2010,040,New Westminster,Reading,04,16,17,56,11,1,488.87376
2010/2011,040,New Westminster,Reading,04,17,16,59,8,1,484.54937
2011/2012,040,New Westminster,Reading,04,14,16,57,13,1,493.40576
2012/2013,040,New Westminster,Reading,04,16,14,55,15,1,501.21197
2013/2014,040,New Westminster,Reading,04,17,18,53,12,1,485.32817
2014/2015,040,New Westminster,Reading,04,17,15,56,12,1,493.92462
2015/2016,040,New Westminster,Reading,04,20,16,54,10,1,487.48615
2007/2008,041,Burnaby,Reading,04,18,17,55,10,1,477.29881
2008/2009,041,Burnaby,Reading,04,21,17,52,10,1,486.82985
2009/2010,041,Burnaby,Reading,04,19,17,56,8,1,478.89941
2010/2011,041,Burnaby,Reading,04,21,13,57,9,1,493.80045
2011/2012,041,Burnaby,Reading,04,17,15,58,10,1,487.42638
2012/2013,041,Burnaby,Reading,04,18,14,56,12,1,492.86291
2013/2014,041,Burnaby,Reading,04,20,12,55,14,1,504.63064
2014/2015,041,Burnaby,Reading,04,22,12,57,9,1,496.30298
2015/2016,041,Burnaby,Reading,04,23,11,56,11,1,501.34123
2007/2008,042,Maple Ridge-Pitt Meadows,Reading,04,5,23,65,7,1,463.49383
2008/2009,042,Maple Ridge-Pitt Meadows,Reading,04,37,14,44,5,1,470.98718
2009/2010,042,Maple Ridge-Pitt Meadows,Reading,04,15,20,55,10,1,476.79439
2010/2011,042,Maple Ridge-Pitt Meadows,Reading,04,24,19,51,6,1,463.99729
2011/2012,042,Maple Ridge-Pitt Meadows,Reading,04,21,18,54,7,1,470.55211
2012/2013,042,Maple Ridge-Pitt Meadows,Reading,04,36,12,44,8,1,486.39631
2013/2014,042,Maple Ridge-Pitt Meadows,Reading,04,33,17,43,6,1,465.53382
2014/2015,042,Maple Ridge-Pitt Meadows,Reading,04,56,11,29,4,1,471.65083
2015/2016,042,Maple Ridge-Pitt Meadows,Reading,04,62,8,28,2,1,480.01003
2007/2008,043,Coquitlam,Reading,04,8,16,65,11,1,488.94792
2008/2009,043,Coquitlam,Reading,04,26,11,52,11,1,498.82606
2009/2010,043,Coquitlam,Reading,04,21,16,55,9,1,482.70501
2010/2011,043,Coquitlam,Reading,04,16,17,57,10,1,483.29192
2011/2012,043,Coquitlam,Reading,04,18,14,60,9,1,486.67438
2012/2013,043,Coquitlam,Reading,04,14,16,60,10,1,483.65234
2013/2014,043,Coquitlam,Reading,04,14,17,58,10,1,483.14709
2014/2015,043,Coquitlam,Reading,04,18,16,57,9,1,482.0831
2015/2016,043,Coquitlam,Reading,04,19,16,57,8,1,479.85069
2007/2008,044,North Vancouver,Reading,04,15,11,60,14,1,505.3536
2008/2009,044,North Vancouver,Reading,04,14,10,59,16,1,512.4269
2009/2010,044,North Vancouver,Reading,04,17,12,55,16,1,508.69338
2010/2011,044,North Vancouver,Reading,04,13,12,61,14,1,502.25314
2011/2012,044,North Vancouver,Reading,04,10,14,65,11,1,493.05835
2012/2013,044,North Vancouver,Reading,04,8,11,66,15,1,505.33366
2013/2014,044,North Vancouver,Reading,04,9,14,62,16,1,503.54379
2014/2015,044,North Vancouver,Reading,04,6,11,67,15,1,509.81197
2015/2016,044,North Vancouver,Reading,04,8,12,67,14,1,503.4724
2007/2008,045,West Vancouver,Reading,04,5,7,64,23,1,539.69575
2008/2009,045,West Vancouver,Reading,04,6,5,64,24,1,543.97938
2009/2010,045,West Vancouver,Reading,04,8,5,62,25,1,544.67494
2010/2011,045,West Vancouver,Reading,04,8,6,57,29,1,555.40315
2011/2012,045,West Vancouver,Reading,04,9,3,66,22,1,543.51084
2012/2013,045,West Vancouver,Reading,04,9,4,64,23,1,543.30501
2013/2014,045,West Vancouver,Reading,04,13,2,59,25,1,556.54415
2014/2015,045,West Vancouver,Reading,04,14,3,55,29,1,564.05085
2015/2016,045,West Vancouver,Reading,04,11,2,54,34,1,569.8301
2007/2008,046,Sunshine Coast,Reading,04,6,20,62,13,1,480.68981
2008/2009,046,Sunshine Coast,Reading,04,7,21,58,14,1,498.8866
2009/2010,046,Sunshine Coast,Reading,04,20,22,50,8,1,470.1676
2010/2011,046,Sunshine Coast,Reading,04,10,11,62,17,1,505.66304
2011/2012,046,Sunshine Coast,Reading,04,8,15,68,9,1,489.26531
2012/2013,046,Sunshine Coast,Reading,04,13,19,54,15,1,493.20118
2013/2014,046,Sunshine Coast,Reading,04,19,12,59,10,1,503.12048
2014/2015,046,Sunshine Coast,Reading,04,14,13,57,16,1,514.34031
2015/2016,046,Sunshine Coast,Reading,04,15,17,59,10,1,483.71564
2007/2008,047,Powell River,Reading,04,12,11,67,10,1,488.62044
2008/2009,047,Powell River,Reading,04,13,15,63,9,1,484.73333
2009/2010,047,Powell River,Reading,04,15,19,55,11,1,494.875
2010/2011,047,Powell River,Reading,04,12,15,62,12,1,483.57944
2011/2012,047,Powell River,Reading,04,9,18,65,7,1,473.2963
2012/2013,047,Powell River,Reading,04,20,13,56,11,1,505.88696
2013/2014,047,Powell River,Reading,04,16,27,48,9,1,468.45794
2014/2015,047,Powell River,Reading,04,24,16,53,7,1,476.83871
2015/2016,047,Powell River,Reading,04,22,27,47,5,1,447.69167
2007/2008,048,Sea to Sky,Reading,04,7,15,64,14,1,491.26354
2008/2009,048,Sea to Sky,Reading,04,9,16,62,14,1,497.48375
2009/2010,048,Sea to Sky,Reading,04,8,14,63,15,1,495.54804
2010/2011,048,Sea to Sky,Reading,04,5,17,64,14,1,494.6
2011/2012,048,Sea to Sky,Reading,04,6,16,67,11,1,483.27336
2012/2013,048,Sea to Sky,Reading,04,3,20,66,10,1,486.54545
2013/2014,048,Sea to Sky,Reading,04,5,19,60,16,1,494.75873
2014/2015,048,Sea to Sky,Reading,04,5,18,69,7,1,476.55161
2015/2016,048,Sea to Sky,Reading,04,6,20,62,12,1,489.45299
2007/2008,049,Central Coast,Reading,04,8,42,42,8,1,407
2008/2009,049,Central Coast,Reading,04,12,29,47,12,1,462.73333
2009/2010,049,Central Coast,Reading,04,13,20,67,0,1,450.76923
2010/2011,049,Central Coast,Reading,04,6,12,71,12,1,487.875
2011/2012,049,Central Coast,Reading,04,0,0,0,0,MSK,Msk
2012/2013,049,Central Coast,Reading,04,42,16,42,0,1,429.36364
2013/2014,049,Central Coast,Reading,04,0,40,56,4,1,421.84
2014/2015,049,Central Coast,Reading,04,38,29,33,0,1,431.06667
2015/2016,049,Central Coast,Reading,04,40,35,20,5,1,419.5
2007/2008,050,Haida Gwaii,Reading,04,12,13,69,6,1,476.91304
2008/2009,050,Haida Gwaii,Reading,04,11,29,53,8,1,416.26471
2009/2010,050,Haida Gwaii,Reading,04,6,19,60,15,1,498.20455
2010/2011,050,Haida Gwaii,Reading,04,8,17,56,19,1,489
2011/2012,050,Haida Gwaii,Reading,04,0,30,67,2,1,445.88372
2012/2013,050,Haida Gwaii,Reading,04,8,15,63,13,1,498.91667
2013/2014,050,Haida Gwaii,Reading,04,0,21,76,3,1,476.39474
2014/2015,050,Haida Gwaii,Reading,04,10,34,51,5,1,430.54054
2015/2016,050,Haida Gwaii,Reading,04,9,31,56,3,1,449.13793
2007/2008,051,Boundary,Reading,04,4,25,57,14,1,482.35644
2008/2009,051,Boundary,Reading,04,7,20,64,8,1,473.7033
2009/2010,051,Boundary,Reading,04,28,15,48,10,1,479.59211
2010/2011,051,Boundary,Reading,04,19,10,66,5,1,497.94505
2011/2012,051,Boundary,Reading,04,11,16,62,10,1,489.11828
2012/2013,051,Boundary,Reading,04,19,15,55,11,1,483.09639
2013/2014,051,Boundary,Reading,04,29,11,50,10,1,487.98864
2014/2015,051,Boundary,Reading,04,19,14,66,1,1,478.39474
2015/2016,051,Boundary,Reading,04,14,25,55,6,1,460.01149
2007/2008,052,Prince Rupert,Reading,04,10,31,56,4,1,440.2875
2008/2009,052,Prince Rupert,Reading,04,4,38,52,6,1,444.74306
2009/2010,052,Prince Rupert,Reading,04,8,42,49,1,1,419.76761
2010/2011,052,Prince Rupert,Reading,04,3,48,44,5,1,420.85714
2011/2012,052,Prince Rupert,Reading,04,7,27,64,2,1,441.21935
2012/2013,052,Prince Rupert,Reading,04,5,24,66,5,1,461.05298
2013/2014,052,Prince Rupert,Reading,04,7,32,57,4,1,436.14876
2014/2015,052,Prince Rupert,Reading,04,6,38,51,5,1,435.5
2015/2016,052,Prince Rupert,Reading,04,6,33,57,4,1,441.00709
2007/2008,053,Okanagan Similkameen,Reading,04,5,21,66,7,1,479.14286
2008/2009,053,Okanagan Similkameen,Reading,04,11,13,70,7,1,486.37107
2009/2010,053,Okanagan Similkameen,Reading,04,3,18,71,9,1,484.2957
2010/2011,053,Okanagan Similkameen,Reading,04,4,10,68,17,1,511.93377
2011/2012,053,Okanagan Similkameen,Reading,04,6,12,71,12,1,504.39506
2012/2013,053,Okanagan Similkameen,Reading,04,10,11,66,14,1,508.28276
2013/2014,053,Okanagan Similkameen,Reading,04,3,12,71,14,1,500.16374
2014/2015,053,Okanagan Similkameen,Reading,04,11,14,61,14,1,505.07519
2015/2016,053,Okanagan Similkameen,Reading,04,8,17,69,5,1,485.21711
2007/2008,054,Bulkley Valley,Reading,04,10,20,63,8,1,474.14615
2008/2009,054,Bulkley Valley,Reading,04,12,28,53,7,1,454.76774
2009/2010,054,Bulkley Valley,Reading,04,6,17,65,11,1,488.58955
2010/2011,054,Bulkley Valley,Reading,04,12,13,65,10,1,494.51111
2011/2012,054,Bulkley Valley,Reading,04,6,12,65,17,1,510.99237
2012/2013,054,Bulkley Valley,Reading,04,10,19,60,12,1,490.97959
2013/2014,054,Bulkley Valley,Reading,04,10,18,64,8,1,470.55645
2014/2015,054,Bulkley Valley,Reading,04,9,15,64,12,1,498.26316
2015/2016,054,Bulkley Valley,Reading,04,6,21,64,9,1,474.54745
2007/2008,057,Prince George,Reading,04,6,22,62,9,1,470.86102
2008/2009,057,Prince George,Reading,04,8,22,61,9,1,473.03187
2009/2010,057,Prince George,Reading,04,9,27,58,6,1,459.90361
2010/2011,057,Prince George,Reading,04,12,24,58,6,1,457.95073
2011/2012,057,Prince George,Reading,04,7,25,61,7,1,462.73526
2012/2013,057,Prince George,Reading,04,5,20,66,9,1,478.7949
2013/2014,057,Prince George,Reading,04,7,24,61,7,1,463.09212
2014/2015,057,Prince George,Reading,04,8,26,57,9,1,461.7491
2015/2016,057,Prince George,Reading,04,8,25,60,6,1,458.39079
2007/2008,058,Nicola-Similkameen,Reading,04,5,32,57,5,1,454.72152
2008/2009,058,Nicola-Similkameen,Reading,04,6,19,68,7,1,472.875
2009/2010,058,Nicola-Similkameen,Reading,04,12,24,58,6,1,456.44094
2010/2011,058,Nicola-Similkameen,Reading,04,12,21,61,6,1,466.59574
2011/2012,058,Nicola-Similkameen,Reading,04,13,22,61,5,1,455.94737
2012/2013,058,Nicola-Similkameen,Reading,04,4,24,65,8,1,467.2541
2013/2014,058,Nicola-Similkameen,Reading,04,13,24,56,7,1,459.20513
2014/2015,058,Nicola-Similkameen,Reading,04,14,26,54,6,1,458.98507
2015/2016,058,Nicola-Similkameen,Reading,04,14,19,59,7,1,469.72441
2007/2008,059,Peace River South,Reading,04,11,29,54,6,1,449.20677
2008/2009,059,Peace River South,Reading,04,9,25,61,5,1,451.45091
2009/2010,059,Peace River South,Reading,04,4,29,61,5,1,447.89883
2010/2011,059,Peace River South,Reading,04,4,30,58,8,1,456.94275
2011/2012,059,Peace River South,Reading,04,6,26,63,5,1,458.64045
2012/2013,059,Peace River South,Reading,04,4,21,65,9,1,475.45957
2013/2014,059,Peace River South,Reading,04,2,21,68,9,1,474.06564
2014/2015,059,Peace River South,Reading,04,6,26,61,6,1,459.5551
2015/2016,059,Peace River South,Reading,04,4,21,71,4,1,469.80591
2007/2008,060,Peace River North,Reading,04,10,14,69,6,1,483.79467
2008/2009,060,Peace River North,Reading,04,12,14,63,11,1,487.79143
2009/2010,060,Peace River North,Reading,04,16,16,59,9,1,484.12987
2010/2011,060,Peace River North,Reading,04,9,15,67,9,1,489.41604
2011/2012,060,Peace River North,Reading,04,10,22,61,7,1,467.69041
2012/2013,060,Peace River North,Reading,04,9,14,63,14,1,495.7696
2013/2014,060,Peace River North,Reading,04,10,23,60,8,1,475.31165
2014/2015,060,Peace River North,Reading,04,6,17,66,11,1,484.80147
2015/2016,060,Peace River North,Reading,04,5,22,64,9,1,474.42661
2007/2008,061,Greater Victoria,Reading,04,6,12,66,16,1,507.68873
2008/2009,061,Greater Victoria,Reading,04,16,11,59,14,1,505.97625
2009/2010,061,Greater Victoria,Reading,04,20,14,53,13,1,502.1108
2010/2011,061,Greater Victoria,Reading,04,16,14,59,11,1,497.61444
2011/2012,061,Greater Victoria,Reading,04,14,15,59,12,1,497.14688
2012/2013,061,Greater Victoria,Reading,04,21,11,53,15,1,511.12147
2013/2014,061,Greater Victoria,Reading,04,22,12,51,15,1,509.18406
2014/2015,061,Greater Victoria,Reading,04,28,12,49,11,1,498.10532
2015/2016,061,Greater Victoria,Reading,04,32,14,43,11,1,492.87979
2007/2008,062,Sooke,Reading,04,8,14,67,11,1,489.99453
2008/2009,062,Sooke,Reading,04,11,22,60,6,1,464.50362
2009/2010,062,Sooke,Reading,04,27,17,49,7,1,476.54048
2010/2011,062,Sooke,Reading,04,30,15,48,6,1,476.83527
2011/2012,062,Sooke,Reading,04,46,14,34,6,1,471.77644
2012/2013,062,Sooke,Reading,04,38,14,43,6,1,476.96742
2013/2014,062,Sooke,Reading,04,35,17,40,8,1,472.23666
2014/2015,062,Sooke,Reading,04,47,14,33,6,1,466.42526
2015/2016,062,Sooke,Reading,04,56,9,31,5,1,479.12338
2007/2008,063,Saanich,Reading,04,3,8,69,19,1,522.94919
2008/2009,063,Saanich,Reading,04,7,17,61,14,1,494.7216
2009/2010,063,Saanich,Reading,04,16,17,53,14,1,496.94737
2010/2011,063,Saanich,Reading,04,21,9,56,14,1,512.64738
2011/2012,063,Saanich,Reading,04,9,13,66,12,1,498.37871
2012/2013,063,Saanich,Reading,04,7,13,67,13,1,502.21241
2013/2014,063,Saanich,Reading,04,9,16,60,15,1,498.31628
2014/2015,063,Saanich,Reading,04,15,16,55,14,1,498.74536
2015/2016,063,Saanich,Reading,04,22,13,52,13,1,498.80274
2007/2008,064,Gulf Islands,Reading,04,18,11,60,11,1,513.24742
2008/2009,064,Gulf Islands,Reading,04,10,20,56,14,1,501.65432
2009/2010,064,Gulf Islands,Reading,04,16,9,58,16,1,522.26966
2010/2011,064,Gulf Islands,Reading,04,20,10,61,9,1,492.95062
2011/2012,064,Gulf Islands,Reading,04,30,10,47,13,1,511.67857
2012/2013,064,Gulf Islands,Reading,04,30,11,45,14,1,515.39474
2013/2014,064,Gulf Islands,Reading,04,29,7,53,11,1,512.10145
2014/2015,064,Gulf Islands,Reading,04,54,6,36,4,1,490.30435
2015/2016,064,Gulf Islands,Reading,04,42,4,42,12,1,521.53521
2007/2008,067,Okanagan Skaha,Reading,04,11,11,65,12,1,496.06319
2008/2009,067,Okanagan Skaha,Reading,04,8,16,61,15,1,502.86856
2009/2010,067,Okanagan Skaha,Reading,04,14,15,60,10,1,492.02965
2010/2011,067,Okanagan Skaha,Reading,04,9,11,67,13,1,508.84409
2011/2012,067,Okanagan Skaha,Reading,04,4,11,69,15,1,503.11924
2012/2013,067,Okanagan Skaha,Reading,04,6,13,64,16,1,505.84022
2013/2014,067,Okanagan Skaha,Reading,04,6,16,64,13,1,497.73089
2014/2015,067,Okanagan Skaha,Reading,04,8,17,66,9,1,488.63739
2015/2016,067,Okanagan Skaha,Reading,04,6,12,70,12,1,501.3726
2007/2008,068,Nanaimo-Ladysmith,Reading,04,10,21,60,8,1,470.66447
2008/2009,068,Nanaimo-Ladysmith,Reading,04,25,17,49,8,1,473.18854
2009/2010,068,Nanaimo-Ladysmith,Reading,04,18,22,51,9,1,470.65298
2010/2011,068,Nanaimo-Ladysmith,Reading,04,15,22,57,7,1,466.43468
2011/2012,068,Nanaimo-Ladysmith,Reading,04,12,21,61,6,1,466.88098
2012/2013,068,Nanaimo-Ladysmith,Reading,04,7,23,62,9,1,470.08621
2013/2014,068,Nanaimo-Ladysmith,Reading,04,10,24,58,8,1,465.44072
2014/2015,068,Nanaimo-Ladysmith,Reading,04,24,23,48,6,1,452.96957
2015/2016,068,Nanaimo-Ladysmith,Reading,04,28,22,45,5,1,454.33045
2007/2008,069,Qualicum,Reading,04,14,22,54,11,1,476.38567
2008/2009,069,Qualicum,Reading,04,14,14,61,10,1,495.96324
2009/2010,069,Qualicum,Reading,04,16,14,61,8,1,484.46371
2010/2011,069,Qualicum,Reading,04,13,24,55,8,1,464.61481
2011/2012,069,Qualicum,Reading,04,15,16,58,12,1,491.95833
2012/2013,069,Qualicum,Reading,04,7,23,60,11,1,475.23944
2013/2014,069,Qualicum,Reading,04,5,21,64,10,1,482.56705
2014/2015,069,Qualicum,Reading,04,11,24,59,7,1,467.16236
2015/2016,069,Qualicum,Reading,04,6,25,64,6,1,457.81343
2007/2008,070,Alberni,Reading,04,7,21,65,7,1,467
2008/2009,070,Alberni,Reading,04,5,21,68,6,1,460.58801
2009/2010,070,Alberni,Reading,04,8,22,61,8,1,470.30672
2010/2011,070,Alberni,Reading,04,7,27,61,5,1,459.63563
2011/2012,070,Alberni,Reading,04,7,18,69,7,1,475.18797
2012/2013,070,Alberni,Reading,04,5,29,62,3,1,449.78761
2013/2014,070,Alberni,Reading,04,5,20,68,7,1,472.72414
2014/2015,070,Alberni,Reading,04,7,24,60,9,1,461.52101
2015/2016,070,Alberni,Reading,04,8,24,61,7,1,463.58984
2007/2008,071,Comox Valley,Reading,04,9,16,63,12,1,491.6037
2008/2009,071,Comox Valley,Reading,04,20,19,52,8,1,479.83648
2009/2010,071,Comox Valley,Reading,04,19,15,55,11,1,494.19426
2010/2011,071,Comox Valley,Reading,04,19,18,53,10,1,482.36819
2011/2012,071,Comox Valley,Reading,04,17,15,60,8,1,480.27352
2012/2013,071,Comox Valley,Reading,04,7,19,60,14,1,487.69371
2013/2014,071,Comox Valley,Reading,04,12,19,62,7,1,474.96169
2014/2015,071,Comox Valley,Reading,04,13,21,57,9,1,471.21154
2015/2016,071,Comox Valley,Reading,04,13,20,59,8,1,474.36559
2007/2008,072,Campbell River,Reading,04,13,22,58,7,1,474.54496
2008/2009,072,Campbell River,Reading,04,14,25,55,6,1,467.41926
2009/2010,072,Campbell River,Reading,04,31,22,40,8,1,457.33708
2010/2011,072,Campbell River,Reading,04,24,17,49,10,1,479.36396
2011/2012,072,Campbell River,Reading,04,28,22,44,6,1,458.3963
2012/2013,072,Campbell River,Reading,04,29,16,49,6,1,465.96269
2013/2014,072,Campbell River,Reading,04,17,26,52,5,1,445.85036
2014/2015,072,Campbell River,Reading,04,31,20,47,2,1,446.96581
2015/2016,072,Campbell River,Reading,04,9,25,62,4,1,458.12
2007/2008,073,Kamloops/Thompson,Reading,04,5,14,71,10,1,488.8936
2008/2009,073,Kamloops/Thompson,Reading,04,6,20,64,11,1,479.07645
2009/2010,073,Kamloops/Thompson,Reading,04,5,18,64,13,1,490.47826
2010/2011,073,Kamloops/Thompson,Reading,04,4,22,66,8,1,470.63525
2011/2012,073,Kamloops/Thompson,Reading,04,7,18,64,10,1,485.96677
2012/2013,073,Kamloops/Thompson,Reading,04,5,16,67,13,1,492.60865
2013/2014,073,Kamloops/Thompson,Reading,04,4,17,67,11,1,492.23849
2014/2015,073,Kamloops/Thompson,Reading,04,5,18,70,8,1,479.56467
2015/2016,073,Kamloops/Thompson,Reading,04,4,19,68,9,1,480.65768
2007/2008,074,Gold Trail,Reading,04,8,32,55,5,1,444.38235
2008/2009,074,Gold Trail,Reading,04,8,30,52,10,1,450.41053
2009/2010,074,Gold Trail,Reading,04,7,31,56,6,1,447.56
2010/2011,074,Gold Trail,Reading,04,8,28,63,1,1,449.22785
2011/2012,074,Gold Trail,Reading,04,6,35,51,7,1,453.61039
2012/2013,074,Gold Trail,Reading,04,11,38,51,1,1,426.05263
2013/2014,074,Gold Trail,Reading,04,4,35,54,6,1,440.05556
2014/2015,074,Gold Trail,Reading,04,4,39,55,2,1,424.19802
2015/2016,074,Gold Trail,Reading,04,8,40,49,3,1,429.98592
2007/2008,075,Mission,Reading,04,8,22,60,10,1,474.90887
2008/2009,075,Mission,Reading,04,13,21,59,7,1,471.84758
2009/2010,075,Mission,Reading,04,10,22,62,6,1,463.29851
2010/2011,075,Mission,Reading,04,11,26,57,7,1,466.96
2011/2012,075,Mission,Reading,04,13,23,59,5,1,456.32041
2012/2013,075,Mission,Reading,04,10,19,62,9,1,479.87023
2013/2014,075,Mission,Reading,04,13,20,61,5,1,467.41576
2014/2015,075,Mission,Reading,04,10,27,58,5,1,456.00815
2015/2016,075,Mission,Reading,04,11,24,59,6,1,460.5
2007/2008,078,Fraser-Cascade,Reading,04,5,16,71,8,1,472.26923
2008/2009,078,Fraser-Cascade,Reading,04,45,14,35,6,1,470.19753
2009/2010,078,Fraser-Cascade,Reading,04,43,15,35,6,1,468.87302
2010/2011,078,Fraser-Cascade,Reading,04,42,19,35,4,1,453.09091
